#MECHANICAL|id,status,weight,registrationDate,lastMaintenanceDate,gearCount,gearType,hasBasket
#ELECTRICAL|id,status,weight,registrationDate,lastMaintenanceDate,batteryCapacity,batteryVoltage,batteryCurrent,motorPower,motorMaxSpeed,motorHasRegenerativeBraking
MECHANICAL|Bike-251,AVAILABLE,19.3,2021-08-18,2023-05-04,10,HUB,false
ELECTRICAL|Bike-252,AVAILABLE,20.8,2018-04-07,2024-07-25,720,36,11.5,600,34.0,true
ELECTRICAL|Bike-253,AVAILABLE,24.3,2023-02-15,2023-04-15,540,36,6.8,250,33.7,false
MECHANICAL|Bike-254,AVAILABLE,13.9,2023-06-16,2024-11-07,1,FIXED_GEAR,false
ELECTRICAL|Bike-255,AVAILABLE,18.1,2019-12-23,2023-07-22,288,52,17.8,250,24.3,false
ELECTRICAL|Bike-256,AVAILABLE,18.0,2023-05-31,2024-01-13,418,48,12.0,600,29.6,false
ELECTRICAL|Bike-257,AVAILABLE,19.2,2024-11-25,2025-03-18,540,48,11.3,350,34.3,true
ELECTRICAL|Bike-258,MAINTENANCE,23.4,2023-08-25,2024-03-29,504,48,5.5,250,24.6,false
MECHANICAL|Bike-259,AVAILABLE,13.3,2019-05-02,2019-11-20,9,HUB,false
MECHANICAL|Bike-260,AVAILABLE,17.9,2025-03-28,2025-08-25,1,SINGLE_SPEED,true
MECHANICAL|Bike-261,AVAILABLE,15.7,2023-03-23,2024-02-22,7,DERAILLEUR,true
MECHANICAL|Bike-262,AVAILABLE,14.8,2020-12-15,2021-06-04,18,HUB,false
MECHANICAL|Bike-263,AVAILABLE,18.1,2025-06-21,2025-08-05,11,DERAILLEUR,false
MECHANICAL|Bike-264,AVAILABLE,19.6,2023-02-09,2024-06-14,11,DERAILLEUR,true
ELECTRICAL|Bike-265,AVAILABLE,20.3,2022-12-04,2023-10-04,560,48,9.5,500,31.7,false
MECHANICAL|Bike-266,AVAILABLE,12.5,2022-07-14,2024-05-13,1,FIXED_GEAR,true
MECHANICAL|Bike-267,AVAILABLE,13.9,2024-08-08,2025-06-07,11,HUB,false
MECHANICAL|Bike-268,AVAILABLE,19.8,2018-12-29,2022-06-20,8,DERAILLEUR,false
MECHANICAL|Bike-269,AVAILABLE,17.4,2020-05-26,2024-02-08,1,FIXED_GEAR,true
MECHANICAL|Bike-270,MAINTENANCE,12.0,2023-06-12,2025-01-26,1,SINGLE_SPEED,false
ELECTRICAL|Bike-271,AVAILABLE,18.3,2021-11-07,2022-08-29,288,36,16.0,350,30.9,false
ELECTRICAL|Bike-272,AVAILABLE,22.5,2019-04-06,2021-12-19,540,36,15.8,500,30.1,false
ELECTRICAL|Bike-273,AVAILABLE,27.1,2019-04-12,2025-06-27,418,36,7.8,250,34.0,true
MECHANICAL|Bike-274,MAINTENANCE,18.7,2020-09-19,2023-06-07,1,SINGLE_SPEED,true
ELECTRICAL|Bike-275,AVAILABLE,18.9,2022-11-04,2024-03-29,630,48,15.4,250,24.9,false
ELECTRICAL|Bike-276,AVAILABLE,29.8,2023-04-18,2024-05-12,504,48,16.3,600,28.2,false
ELECTRICAL|Bike-277,AVAILABLE,29.2,2024-02-27,2025-03-14,560,48,10.8,600,33.2,false
MECHANICAL|Bike-278,AVAILABLE,19.3,2019-10-16,2023-04-13,3,DERAILLEUR,false
MECHANICAL|Bike-279,AVAILABLE,11.6,2023-12-27,2023-12-30,1,FIXED_GEAR,false
MECHANICAL|Bike-280,AVAILABLE,12.5,2018-02-06,2024-02-01,1,FIXED_GEAR,true
ELECTRICAL|Bike-281,AVAILABLE,20.9,2024-10-18,2025-08-29,500,48,18.9,350,26.4,false
MECHANICAL|Bike-282,AVAILABLE,15.8,2020-07-19,2021-11-30,1,FIXED_GEAR,true
ELECTRICAL|Bike-283,AVAILABLE,27.5,2021-03-07,2025-01-17,450,52,13.0,750,30.2,false
MECHANICAL|Bike-284,AVAILABLE,14.4,2021-06-20,2024-10-08,9,HUB,false
ELECTRICAL|Bike-285,AVAILABLE,30.0,2023-05-17,2023-06-07,360,36,5.4,500,24.3,false
ELECTRICAL|Bike-286,AVAILABLE,18.1,2019-05-31,2022-08-07,360,36,15.8,750,26.6,true
ELECTRICAL|Bike-287,AVAILABLE,26.6,2018-01-12,2020-11-01,540,36,15.8,600,29.0,true
ELECTRICAL|Bike-288,AVAILABLE,18.1,2020-06-27,2024-05-01,504,52,10.0,350,26.4,false
MECHANICAL|Bike-289,AVAILABLE,15.6,2024-08-12,2024-12-06,3,DERAILLEUR,false
MECHANICAL|Bike-290,AVAILABLE,12.0,2019-07-03,2023-04-02,9,HUB,false
ELECTRICAL|Bike-291,AVAILABLE,19.0,2021-12-30,2023-01-20,700,48,19.1,750,25.2,false
MECHANICAL|Bike-292,AVAILABLE,18.5,2018-09-07,2024-02-27,9,DERAILLEUR,true
ELECTRICAL|Bike-293,AVAILABLE,26.8,2018-07-18,2024-04-01,450,36,12.8,250,32.7,false
ELECTRICAL|Bike-294,AVAILABLE,18.1,2025-05-25,2025-08-14,360,24,13.7,500,31.0,false
MECHANICAL|Bike-295,AVAILABLE,15.6,2018-10-19,2023-02-14,1,SINGLE_SPEED,true
ELECTRICAL|Bike-296,AVAILABLE,27.4,2018-03-26,2022-04-22,450,48,19.7,250,30.7,false
ELECTRICAL|Bike-297,AVAILABLE,22.3,2019-02-03,2021-02-07,540,36,18.9,500,30.2,false
ELECTRICAL|Bike-298,AVAILABLE,27.7,2021-07-20,2022-12-16,700,24,12.2,600,24.6,true
MECHANICAL|Bike-299,AVAILABLE,15.8,2022-04-03,2022-09-04,11,HUB,true
MECHANICAL|Bike-300,AVAILABLE,14.0,2024-05-08,2025-02-22,8,HUB,false
MECHANICAL|Bike-301,AVAILABLE,12.7,2018-03-04,2020-09-19,10,DERAILLEUR,true
ELECTRICAL|Bike-302,AVAILABLE,25.4,2020-06-03,2024-03-23,720,24,18.1,750,31.3,false
MECHANICAL|Bike-303,AVAILABLE,11.1,2022-07-25,2022-09-26,7,DERAILLEUR,true
ELECTRICAL|Bike-304,AVAILABLE,19.5,2024-09-27,2024-10-16,500,36,5.4,250,29.0,false
ELECTRICAL|Bike-305,AVAILABLE,19.2,2019-11-18,2020-07-23,400,36,5.1,350,26.5,false
MECHANICAL|Bike-306,AVAILABLE,17.0,2018-09-20,2019-11-24,1,FIXED_GEAR,true
MECHANICAL|Bike-307,AVAILABLE,15.0,2022-08-05,2023-02-24,24,DERAILLEUR,true
ELECTRICAL|Bike-308,AVAILABLE,23.7,2024-04-30,2024-12-20,540,48,14.2,350,26.1,false
ELECTRICAL|Bike-309,AVAILABLE,19.9,2025-04-26,2025-06-04,650,52,19.1,350,28.8,false
MECHANICAL|Bike-310,AVAILABLE,12.6,2024-04-01,2025-08-06,1,FIXED_GEAR,false
ELECTRICAL|Bike-311,AVAILABLE,26.6,2023-09-21,2024-01-17,450,36,8.0,750,27.4,false
ELECTRICAL|Bike-312,AVAILABLE,20.4,2021-05-20,2025-01-23,540,52,16.4,500,24.9,false
ELECTRICAL|Bike-313,AVAILABLE,18.1,2024-04-26,2024-07-16,418,24,10.8,500,26.1,false
MECHANICAL|Bike-314,AVAILABLE,13.6,2021-03-20,2023-03-06,1,FIXED_GEAR,true
